Sample ID,Sample Point Description,Longitude,Latitude,Ammonia,Chloride,Fluoride,M-Alkalinity,Nitrate,Phosphate,Sulphate,Chemical Oxygen Demand,Conductivity,pH,E. coli,Quarter
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.12,5,0.51,135,0.49,0.025,27.0,17,19,6.9,3,4
VD41,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.21,15,0.33,120,0.21,0.025,36.0,19,32,7.9,7,1
VD41,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.12,13,0.54,140,0.1,0.025,33.0,29,32,7.6,2,2
VD41,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.12,12,0.3,120,0.1,0.025,28.0,22,33,7.8,0,3
VD41,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.12,16,0.38,135,0.17,0.07,45.0,17,42,8.1,6,4
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.31,15,0.32,155,0.92,0.12,33.0,22,38,7.5,-9999,1
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.12,5,0.3,160,0.56,0.025,25.0,21,40,8.1,-9999,2
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.12,5,0.43,115,1.0,0.025,19.0,19,31,7.1,-9999,3
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.25,12,0.28,105,0.39,0.025,33.0,24,37,7.2,-9999,4
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.12,15,0.28,165,0.28,0.025,22.0,17,41,8.4,-9999,1
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.12,5,0.28,115,1.6,0.025,20.0,24,27,6.7,-9999,2
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.12,5,0.3,85,0.58,0.12,27.0,22,30,7.2,-9999,3
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.12,17,0.3,185,0.41,0.1,31.0,19,46,8.0,-9999,4
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.12,5,0.32,110,3.7,0.025,25.0,19,33,7.5,-9999,1
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.12,15,0.41,255,0.41,0.05,32.0,18,54,8.2,-9999,2
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.12,13,0.33,285,0.17,0.12,40.0,24,53,8.3,-9999,3
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.12,5,0.31,89,0.2,0.11,31.0,19,36,7.4,-9999,4
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.12,5,0.3,91,0.12,0.025,20.0,5,26,7.8,-9999,1
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.12,16,0.17,28,0.41,0.025,41.0,14,16,6.4,-9999,2
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.12,5,0.18,84,0.21,0.025,37.0,24,51,7.2,-9999,3
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.12,12,0.47,65,1.4,0.025,25.0,20,20,7.0,-9999,4
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.12,5,0.29,105,1.5,0.025,27.0,20,28,6.5,84,1
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.12,22,0.4,170,0.16,0.025,50.0,26,77,8.4,345,2
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.12,27,0.4,190,0.15,0.025,47.0,19,53,8.0,94,3
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.12,17,0.34,95,0.13,0.11,45.0,22,36,7.3,89,4
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.12,5,0.22,72,0.35,0.09,17.0,17,23,7.3,95,1
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.21,5,0.05,42,0.5,0.11,6.0,5,11,6.7,88,2
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.12,5,0.11,74,0.73,0.025,8.0,13,13,6.4,275,3
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.12,5,0.13,44,0.82,0.025,57.0,5,11,7.3,69,4
